2.77075        	862.97         	80.4412        	-7.96315       	46.3354        	8.19794        	47.8234        	-3.00555       	79.0227        	
22.4417        	861.066        	77.5248        	-64.2381       	56.2491        	112.415        	61.3692        	-70.6174       	70.0975        	
2.59011        	862.944        	73.1538        	-7.78928       	46.3561        	8.38474        	48.3323        	-3.18558       	70.6046        	
68.6373        	861.644        	71.1467        	-148.522       	56.5797        	282.183        	60.264         	-202.298       	66.2763        	
1.92647        	864.981        	67.5528        	-7.10826       	45.2564        	9.15945        	48.8168        	-3.97757       	61.4579        	
70.7508        	863.063        	66.9821        	-145.429       	52.5921        	279.365        	56.3784        	-204.686       	62.2352        	
1.6721         	865.356        	68.1282        	-6.85967       	46.8011        	9.72529        	50.6869        	-4.53762       	60.8346        	
70.1739        	863.418        	68.125         	-147           	54.3795        	280.376        	57.9252        	-203.549       	63.5684        	
0.114119       	867.948        	86.6947        	-7.03243       	42.7229        	9.01183        	46.2177        	-2.09341       	53.263         	
69.3231        	866.149        	69.7828        	-146.717       	53.7986        	281.387        	58.0459        	-203.992       	64.474         	
0.0947801      	865.041        	89.9405        	-7.23898       	48.4687        	8.96165        	51.1611        	-1.81743       	59.6729        	
67.4806        	863.117        	73.4751        	-150.632       	58.6641        	284.222        	62.3341        	-201.069       	68.4772        	
0.264116       	869.918        	71.3703        	-7.189         	46.7875        	8.92268        	48.7802        	-1.99778       	56.5861        	
70.5226        	868.234        	65.9256        	-148.82        	55.183         	280.738        	57.7789        	-202.44        	62.3173        	
0.39764        	866.991        	72.4144        	-7.15348       	46.112         	9.01213        	48.8009        	-2.25623       	58.0061        	
69.9056        	865.326        	67.3043        	-148.422       	54.5388        	281.393        	57.7318        	-202.876       	63.0154        	
1.93306        	867.525        	66.5785        	-6.41413       	50.0665        	10.6022        	53.5524        	-6.12104       	60.4515        	
69.5699        	866.24         	68.2176        	-150.057       	56.936         	281.906        	59.6936        	-201.419       	64.4417        	
0.0632377      	863.144        	91.0151        	-4.5124        	42.0624        	8.86329        	46.8254        	-4.41406       	49.7492        	
69.3899        	865.432        	68.9733        	-147.93        	54.1082        	281.942        	57.9528        	-203.402       	64.0204        	
0.0229711      	859.895        	109.023        	-4.74985       	45.9378        	8.96197        	49.8689        	-4.23507       	52.8499        	
67.0426        	857.561        	73.3791        	-151.315       	58.6557        	284.925        	62.266         	-200.652       	68.3771        	
1.22925        	862.62         	65.9652        	-5.96306       	46.1264        	9.28884        	50             	-4.55488       	57.7912        	
69.8841        	860.78         	66.7968        	-148.383       	54.4482        	281.387        	57.543         	-202.888       	62.678         	
2.93485        	867.419        	66.7128        	-9.86          	47.2225        	16.8887        	51.7385        	-9.96349       	59.2686        	
170.625        	865.611        	67.5247        	-320.09        	55.944         	634.808        	58.9777        	-485.343       	63.735         	
3.00345        	866.816        	64.0702        	-9.89595       	48.2264        	16.8003        	51.5938        	-9.9078        	58.0533        	
172.643        	865.052        	65.5104        	-320.516       	56.0744        	632.743        	58.4452        	-484.87        	62.4017        	
2.85906        	857.998        	67.7499        	-9.95416       	48.7909        	16.9491        	53.0397        	-9.8539        	60.5574        	
169.808        	856.137        	68.2278        	-321.674       	56.7869        	635.808        	59.7437        	-483.942       	64.4914        	
2.76185        	857.459        	69.752         	-10.115        	51.6785        	17.0358        	55.4969        	-9.68284       	62.8017        	
167.125        	856.045        	71.1501        	-326.082       	60.2419        	638.964        	62.9719        	-480.006       	67.5376        	
2.85557        	860.373        	65.3362        	-9.93899       	50.2816        	16.8877        	53.4123        	-9.80429       	59.5328        	
170.571        	859.024        	66.9535        	-324.128       	58.0016        	635.521        	60.2151        	-481.964       	63.9921        	
2.89673        	860.288        	64.627         	-9.87591       	49.0269        	16.8615        	52.3301        	-9.8823        	58.5927        	
171.844        	858.9          	65.5313        	-322.265       	56.3283        	634.312        	58.628         	-483.891       	62.4907        	
2.92269        	859.925        	63.8659        	-9.86483       	48.7566        	16.8412        	51.9839        	-9.89899       	58.0767        	
172.06         	858.294        	65.2995        	-322.388       	56.3752        	634.171        	58.614         	-483.843       	62.3669        	
2.8751         	859.3          	65.8808        	-9.77361       	47.111         	16.8931        	51.3973        	-9.99477       	58.686         	
170.988        	857.24         	66.4393        	-320.79        	55.2139        	635.165        	58.1169        	-485.363       	62.7679        	
2.91511        	868.283        	64.1891        	-9.87943       	48.8134        	16.853         	52.1994        	-9.88852       	58.3867        	
171.899        	867.085        	65.7534        	-323.026       	56.6242        	634.588        	58.9546        	-483.461       	62.7946        	
0.0166998      	867.61         	109.682        	-1.94127       	40.2026        	16.135         	46.1524        	-14.2106       	46.5033        	
170.595        	864.676        	67.1149        	-322.797       	56.5742        	635.815        	59.2376        	-483.614       	63.6509        	
1.08863        	871.908        	68.0338        	-7.54599       	47.5714        	18.1381        	52.4362        	-11.6806       	56.2927        	
171.459        	870.395        	65.7098        	-321.558       	55.7154        	634.734        	58.2698        	-484.634       	62.4341        	
0.12502        	871.638        	81.0685        	-6.29591       	44.9308        	18.0093        	49.4711        	-11.8384       	51.479         	
171.742        	869.597        	65.4245        	-320.768       	55.1657        	634.409        	57.7867        	-485.383       	62.0587        	
0.156649       	871.771        	80.8031        	-6.6746        	45.1094        	18.2038        	49.9786        	-11.6858       	52.283         	
170.287        	869.675        	66.8112        	-321.827       	55.8811        	636.068        	58.6965        	-484.528       	63.2283        	
